rowid,TIC_ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments,Full TOI ID,Group Disposition,Orbital Epoch Value,Orbital Period Error,Orbital Period Value,Public Comment
1649,373785851,PC,FP,21.0,25,possible secondary; crowded field,2062.01,PC,1795.99835,8e-05,4.0417,possible secondary; crowded field
1650,373844472,EB,FP,105.714569,"1,3",v-shaped; likely EB,275.01,FP,1326.061419,4e-06,0.9194760000000001,v-shaped; likely EB
1651,374095457,PC,PC,36.172352,"9,10",Has variability of unrelated period.,779.01,PC,1543.83078,3.8e-05,0.783907,Has variability of unrelated period.
1652,374400599,PC,FP,70.0,18,,1582.01,FP,1791.8149,0.00027,1.8925299999999998,
1653,374829238,PC,PC,7.353172,"2,3,6,7,9",period might be double,785.01,PC,1363.834447,0.007591,18.640884,period might be double
1654,374908020,,FP,285.0,"2,9",GAIA DR2: Teff = 6109 K; R = 1.091 R_solar; the planet is probably jupiter size,1029.01,FP,1365.8931300000004,0.00045999999999999996,36.22214,GAIA DR2: Teff = 6109 K; R = 1.091 R_solar; the planet is probably jupiter size
1655,374997123,PC,PC,7.7302,"1,2,3,4,5,6,7,9,10,11,12,13",,1222.01,PC,1329.4735269999999,0.00023799999999999998,10.194272999999999,
1656,375059587,PC,PC,9.26086,"1,2,3,4,5,6,7,9",,786.01,PC,1326.8235650000001,0.000557,12.669232000000001,
1657,375223080,PC,PC,50.0,"10,11,12",,1095.01,PC,1572.24339,2.9999999999999997e-05,1.4821600000000001,
1658,375225453,,,14.0,"10,11,12",,1096.01,PC,1571.69901,7e-05,0.92145,
1659,375506058,PC,PC,276.019196,"15,16",,1431.01,PC,1712.675266,2e-05,2.65044,
1660,375542276,PC,PC,33.0,14,,1163.01,PC,1684.81185,0.0002,3.07765,
1661,375850439,PC,PC,13.0,24,asymmetric transit; likely variability; very hot star,2051.01,PC,1792.01832,4e-05,1.16343,asymmetric transit; likely variability; very hot star
1662,376353509,PC,PC,9.0,25,potential L1; low snr,1648.01,PC,1796.28088,0.00243,7.33454,potential L1; low snr
1663,376524552,PC,PC,114.28932,22,,1811.01,PC,1899.8715789999999,9.4e-05,3.712964,
1664,376637093,PC,PC,72.0,"17,18",,1516.01,PC,1765.3253100000006,1e-05,2.05603,TOI 1516; TFOP investigation ongoing
1665,376682699,PC,FP,75.0,"17,18",Some centroid offset; 2 stars in pixel,1511.01,FP,1765.1529899999994,5e-05,1.10264,Some centroid offset; 2 stars in pixel
1666,376838000,EB,FP,11.0,"17,18",some depth-aperture correlation,1618.01,FP,1765.05965,0.00031,2.1679,some depth-aperture correlation
1667,377064495,PC,PC,9.518034,8,period may be an integer multiple,561.01,PC,1527.055259,0.009318,10.781327000000001,period may be an integer multiple
1668,377144784,PC,PC,12.0,"17,18",shallow secondary eclipse that might be due to a planet; check fainter neighbor,1619.01,PC,1765.6944899999999,0.00066,2.3872299999999997,shallow secondary eclipse that might be due to a planet; check fainter neighbor
1669,377191482,PC,PC,9.0,"14,15,16,17,19",Giant star,1485.01,PC,1686.1724600000002,0.00055,2.95607,Giant star
1670,377290815,PC,FP,10.0,"14,15,16,17,22",V-shaped; low SNR,1813.01,FP,1684.12719,2e-05,0.7979999999999999,V-shaped; low SNR
1671,377293776,PC,PC,9.226726,"14,15,16",,1450.01,PC,1685.3447390000001,8.7e-05,2.043923,potential L1 candidate; check nearby
1672,377304435,PC,FP,21.0,"14,15,16,19",Possible multi,1428.01,FP,1691.5606100000002,0.00118,11.35626,Possible multi
1673,377420580,PC,FP,12.0,"16,17",Matched with 377420603; two stars in the same pixel; depth-aperture correlation; low priority; likely BEB,1500.01,FP,1765.5829899999999,0.0007099999999999999,1.4166,Matched with 377420603; two stars in the same pixel; depth-aperture correlation; low priority; likely BEB
1674,377739433,PC,PC,14.0,"17,18",other stars in pixel,1510.01,PC,1764.82522,0.00022999999999999998,1.23852,other stars in pixel
1675,378159598,PC,FP,50.0,15,Likely large planet,1311.01,FP,1686.45665,0.00021,6.14113,Likely large planet
1676,378291076,PC,PC,9.0,"17,18",,1620.01,PC,1764.9020600000001,0.00049,1.5987799999999999,
1677,378355116,PC,PC,11.0,24,Check nearby stars - possible NEB but no odd-even; centroid; or depth aperture. Lightcurve shows variability,2054.01,PC,1769.2224800000001,0.00016,3.56771,Check nearby stars - possible NEB but no odd-even; centroid; or depth aperture. Lightcurve shows variability
1678,378613125,PC,PC,9.0,"10,11",Need SG1 to check TIC 378613125,1981.01,PC,1572.35781,0.0008300000000000001,2.47707,Need SG1 to check TIC 378613125
1679,378976682,PC,PC,13.0,23,V-shaped; consistent with a grazing HJ,1851.01,PC,1930.4864,0.00086,6.01815,V-shaped; consistent with a grazing HJ
1680,379240073,PC,PC,10.679671,13,Could be blended,1079.01,PC,1656.382756,0.000607,3.1641470000000003,Could be blended
1681,379286801,PC,FP,55.0,13,V-shaped and possibly EB,1115.01,FP,1658.32747,0.00035,4.45199,V-shaped and possibly EB
1682,379929661,PC,CP,233.0,7,likely hot Jupiter,625.01,CP,1495.78621,0.00014,4.78677,likely hot Jupiter
1683,379931600,,FP,89.0,14,Could be on neighbor,1158.01,FP,1685.4338,0.00029,2.92564,Could be on neighbor
1684,380589029,KP,KP,52.870548,13,HATS-24b,1084.01,KP,1653.974023,3.3e-05,1.348449,HATS-24b
1685,380783252,PC,PC,118.415375,13,,1059.01,PC,1660.541059,0.000281,9.449544,
1686,380886535,PC,PC,11.0,3,could instrumental noise,844.01,PC,1392.08947,0.0045,8.89959,could instrumental noise
1687,381714186,PC,PC,7.7087759999999985,23,,1839.01,PC,1928.50112,0.00023500000000000002,1.424817,
1688,381976956,PC,PC,7.301246000000001,"1,2,3,4,5,6",Could also be around 381976959; needs SG1 to check,866.01,PC,1330.8735390000004,0.000684,22.338916,Could also be around 381976959; needs SG1 to check
1689,381979901,PC,FP,56.339386,13,Possible secondary,1085.01,FP,1654.920671,0.000193,3.2542299999999997,Possible secondary
1690,382068562,PC,PC,272.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",,924.01,PC,1330.3618099999999,2e-05,12.127469999999999,
1691,382188882,EB,FP,27.180143,3,likely EB,276.01,FP,1387.7598679999999,0.000607,4.800523,likely EB
1692,382302241,EB,FP,10.0,1,Large with possible synchronization,151.01,FP,1326.04926,0.00033999999999999997,1.5978299999999999,Large with possible synchronization
1693,382331352,,FP,24.0,"11,12",period could be 2 or 4x,1093.01,FP,1601.33791,0.00162,11.47606,period could be 2 or 4x
1694,382391899,KP,KP,158.094177,4,WASP-50b,391.01,KP,1411.092942,2.7000000000000002e-05,1.95512,WASP-50b
1695,382437043,PC,PC,7.8400539999999985,"1,2,3,4,5,6,7,8,9,10,11,12,13",,1223.01,PC,1337.760956,0.00025499999999999996,14.642188,
1696,382463648,,,16.0,2,The period could be either 12.635 or 25.27,296.01,PC,1355.52978,0.00201,12.62733,The period could be either 12.635 or 25.27
1697,382474101,,FP,103.0,2,400 ppm secondary; synchronized,349.01,FP,1354.56049,7e-05,2.6522099999999997,400 ppm secondary; synchronized
1698,382626661,PC,PC,23.811121,"1,2,3,4,5,6,7,8,9,10,11,12,13",,283.01,PC,1333.478009,0.000171,17.617634,
1699,382980571,PC,PC,9.0,11,crowded field,1943.01,PC,1600.05989,0.00062,1.74183,crowded field
1700,383390264,PC,PC,8.282021,13,uncertainties for period and transit depth likely much larger than reported due to variability,1098.01,PC,1660.459177,0.001731,10.184903,uncertainties for period and transit depth likely much larger than reported due to variability
1701,383531859,PC,PC,26.0,11,crowded field,1977.01,PC,1601.4750199999999,0.0018,8.53364,crowded field
1702,384045439,PC,FP,39.0,"16,17",Period is 21.65 days,1496.01,PC,1743.87066,0.00064,10.82661,Period is 21.65 days
1703,384159646,PC,PC,19.541328,"12,13",Single transit; Rp from 1st event is ~10 Re (DD); CTOI from Planet Hunters,1895.01,PC,1630.3943140000001,,,Single transit; Rp from 1st event is ~10 Re (DD); CTOI from Planet Hunters
1704,384513078,,,9.0,"12,13",,1106.01,PC,1630.71937,0.00295,11.1149,
1705,384549882,PC,FP,70.0,"8,9,10",probably EB,1048.01,FP,1518.376,1e-05,0.30412,probably EB
1706,385105624,PC,FP,41.0,18,"V-shaped; secondary which is also consistent with the secondary from a Hot Jupiter; could be on TIC 642958048. Check neighbors,.",1595.01,FP,1793.3745399999998,0.00026000000000000003,1.7490299999999999,"V-shaped; secondary which is also consistent with the secondary from a Hot Jupiter; could be on TIC 642958048. Check neighbors,."
1707,385624852,PC,FP,137.0,"9,10",period could be double,1041.01,FP,1547.34798,0.00037,8.30792,period could be double
1708,386259537,KP,KP,46.0,"7,8",,1932.01,KP,1521.88582,0.0011,5.61264,
1709,386435344,PC,PC,22.335493,8,v-shaped; impact parameter close to 1; possible single transit on first transit; offset flag at 4-sigma level; possible blend,575.01,PC,1520.089078,0.002329,16.597333,v-shaped; impact parameter close to 1; possible single transit on first transit; offset flag at 4-sigma level; possible blend
1710,387079085,EB,FP,132.0,"11,12",v-shaped; possible EB,1092.01,FP,1601.38096,2.9999999999999997e-05,1.1923,v-shaped; possible EB
1711,387259626,EB,FP,320.0,"15,16,17",Could be large object if on 387259617;  4.8 sigma odd/even; secondary eclipse consistent with a ultrahot Jupiter; large PC; likely EB,1455.01,FP,1714.39185,2.9999999999999997e-05,3.62339,Could be large object if on 387259617;  4.8 sigma odd/even; secondary eclipse consistent with a ultrahot Jupiter; large PC; likely EB; TFOP FP
1712,387260717,PC,PC,9.0,"16,17,18,19",possible L1 candidate; potentially stellar variability,1621.01,PC,1743.1838,0.0016,6.45054,possible L1 candidate; potentially stellar variability
1713,387413037,PC,FP,13.0,"16,17,18,19",TFOP FP; possible timing variations,1523.01,FP,1738.95028,0.0010400000000000001,6.726939999999999,TFOP FP; possible timing variations
1714,387527558,PC,FA,13.211304,18,Period should be 3.62 days which is P/3 of the period in DV report,1646.01,FA,1794.1033559999994,0.002748,3.623909,Period should be 3.62 days which is P/3 of the period in DV report
1715,387664866,PC,FP,11.0,15,,1331.01,FP,1712.5175800000006,0.00109,2.65646,
1716,387664868,PC,FP,10.0,15,,1332.01,FP,1712.5136899999998,0.00121,2.65688,
1717,387690507,PC,PC,16.44689,6,Possible centroid,530.01,PC,1470.2001369999994,0.001123,6.388488,Possible centroid
1718,387834907,EB,FP,75.0,"16,17",Need stellar radius; possible secondary at ~0.2; second transit in s17 happens just after start of orbit,1405.01,FP,1739.88011,0.00298,12.64001,TFOP FP; Need stellar radius; possible secondary at ~0.2; second transit in s17 happens just after start of orbit
1719,388076005,PC,FP,17.0,"16,18",check 1981348402 - no stellar information,1622.01,FP,1740.09256,0.00016999999999999999,1.71225,check 1981348402 - no stellar information
1720,388104525,KP,KP,235.47691,"1,2,3,4",WASP-119 b,112.01,KP,1327.40938,8e-06,2.4998139999999998,
1721,388106759,PC,PC,7.419394,"1,2,3,4,5,6,7,8,9",very low MES/SNR,810.01,PC,1332.2743449999996,0.001823,28.303908000000003,very low MES/SNR
1722,388624270,,,84.0,"8,9",single planet transit event; or 1 primary event followed up by a couple of secondaries.,1026.01,PC,1528.41766,,,single planet transit event; or 1 primary event followed up by a couple of secondaries.
1723,389070884,,FP,92.753113,12,Low priority; possible beb; crowded field,911.01,FP,1627.859059,0.00023199999999999997,8.584258,Low priority; possible beb; crowded field
1724,389182138,PC,PC,11.0,"16,17",Potential level 1 candidate,1391.01,PC,1740.10705,0.0005,2.72687,Potential level 1 candidate
1725,389525208,EB,FP,40.0,1,,154.01,FP,1329.35996,0.00067,6.747089999999999,
1726,389753172,,FP,78.0,2,There is a potential odd even;,319.01,FP,1325.89923,1e-05,0.7135600000000001,There is a potential odd even;
1727,389924075,PC,PC,7.1223550000000015,"1,2,4,5,6,7,8,9,10,11,12",low SNR; close to momentum dumps,1212.01,PC,1402.036518,0.021523,105.585089,low SNR; close to momentum dumps
1728,390651552,PC,PC,24.825464,23,,1827.01,PC,1928.225191,5.2000000000000004e-05,1.467126,
1729,391821647,EB,FP,9.086427,"1,2,3,4,5,6",large scatter in centroid from sector to sector; very crowded field; possible secondary,708.01,FP,1325.5736630000001,0.000106,1.996071,large scatter in centroid from sector to sector; very crowded field; possible secondary
1730,391904697,PC,PC,8.048983,"1,2,3,4,5,6",marginal,705.01,PC,1352.129106,0.005561,47.024273,marginal
1731,391949880,PC,PC,16.0,1,There is a nearby (2,128.01,PC,1328.129344,0.000654,4.940663,"There is a nearby (2"") comoving dMag~2.5 star. If the signal originates from either the target star or nearby star it could still be a small planet."
1732,393414358,KP,KP,107.983902,6,WASP-63,483.01,KP,1469.697416,0.000271,4.378015,WASP-63
1733,393831507,PC,PC,53.0,22,,1820.01,PC,1903.0632699999999,0.00037999999999999997,4.86071,
1734,393940766,PC,PC,26.0,1,Planet candidate around 393940766 to the NW.,148.01,PC,1327.33133,0.00101,4.8661,Planet candidate around 393940766 to the NW.
1735,394050135,PC,PC,134.0,24,,2025.01,PC,1690.29062,2.9999999999999997e-05,8.87202,
1736,394137592,KP,CP,32.900002,1,,120.01,CP,1332.082805,0.001035,11.535076,
1737,394509844,PC,PC,82.0,11,need SG1 to check 394509842,1952.01,PC,1599.3139800000001,0.0006900000000000001,6.8913199999999994,need SG1 to check 394509842
1738,394561119,PC,PC,254.0,"11,12,13",,1107.01,PC,1601.98829,4e-05,4.07833,
1739,394657039,PC,PC,143.0,"1,2,12,13",,159.01,PC,1328.63714,1e-05,3.76285,
1740,394698182,PC,PC,121.0,"1,12,13",,170.01,PC,1325.51317,0.00021,3.7118,
1741,395142888,PC,PC,11.0,"16,17",Variable star,1362.01,PC,1739.51354,0.0003,1.91678,Variable star
1742,395171208,PC,PC,56.0,"15,16",,1333.01,PC,1715.1171399999994,9e-05,4.72088,
1743,396356111,PC,PC,9.0,24,weak signal; weak BLS; potential L1 candidate; 11.665 Tmag close-by companion (396356110) and a second close-by star (18.46 Tmag - TIC 604411285),2056.01,PC,1771.6773,0.00125,10.2207,weak signal; weak BLS; potential L1 candidate; 11.665 Tmag close-by companion (396356110) and a second close-by star (18.46 Tmag - TIC 604411285)
1744,396368313,PC,PC,63.0,"11,12",Some depth-aperture correlation; crowded field; CTOI from Luke Bouma,1882.01,PC,1599.05406,0.00013000000000000002,3.0899099999999997,Some depth-aperture correlation; crowded field; CTOI from Luke Bouma
1745,396562848,PC,PC,8.174965,18,Level one candidate,1640.01,PC,1792.604851,0.000146,1.9493939999999998,Level one candidate
1746,396720998,,,45.851597,"3,4,5",Gaia DR2 Teff = 8583 K so planet might be too big; host is apparently a hot subdwarf.,709.01,PC,1392.818675,0.0011560000000000001,32.379584,Gaia DR2 Teff = 8583 K so planet might be too big; host is apparently a hot subdwarf.
1747,396740648,PC,PC,26.865028,"19,20",,1694.01,PC,1843.657627,0.00027,3.7701300000000004,
1748,398733009,PC,PC,10.879834,4,bright stars nearby,464.01,PC,1411.561846,8.2e-05,0.818498,bright stars nearby
1749,398943781,KP,KP,152.00813300000004,10,WASP-41 b,780.01,KP,1569.853829,4.9e-05,3.0524,WASP-41 b
1750,399144800,PC,FP,26.603718,"10,11",Possible EB; V-shaped; crowded field,1213.01,PC,1576.18845,0.003204,27.214103,Possible EB; V-shaped; crowded field
1751,399860444,KP,KP,106.47138,26,TrES-2 b,,KP,,,,TrES-2 b
1752,399870368,PC,CP,142.0,5,Rstar = 2.11 Rsun in TIC. Rp = 23 Re. Likely hot Jupiter.,624.01,CP,1439.5748199999994,0.00011,2.74436,Rstar = 2.11 Rsun in TIC. Rp = 23 Re. Likely hot Jupiter.
1753,399871011,PC,PC,62.0,5,Warm Jupiter candidate,943.01,PC,1444.27026,0.0008300000000000001,12.356110000000001,Warm Jupiter candidate
1754,400323948,PC,PC,12.0,11,,1959.01,PC,1571.84136,0.0007599999999999999,3.22206,
1755,400430915,PC,PC,18.0,20,CTOI from Ethan Kruse,1866.01,PC,1685.08123,0.00016999999999999999,2.1861900000000003,CTOI from Ethan Kruse
1756,400476523,PC,PC,42.0,20,Likely EB; some depth-aperture correlation; need SG1 to clear the neighbors; ephemeris match to TIC 400428629; CTOI from Ethan Kruse,1867.01,PC,1700.9737100000002,0.00039,18.10671,Likely EB; some depth-aperture correlation; need SG1 to clear the neighbors; ephemeris match to TIC 400428629; CTOI from Ethan Kruse
1757,400595342,PC,PC,10.0,"8,9",need SG1 to check 400595381; likely BEB,1034.01,PC,1518.8106599999999,0.00093,3.6422199999999996,need SG1 to check 400595381; likely BEB
1758,402026209,KP,KP,258.426331,2,WASP-4,232.01,KP,1355.184519,1.4000000000000001e-05,1.338231,WASP-4
1759,402319411,PC,PC,14.0,2,,317.01,PC,1355.09217,0.0009400000000000001,3.3262,
1760,403136413,,FP,22.0,1,,158.01,FP,1326.3781099999999,0.00045,2.51266,
1761,403136415,PC,PC,,1,potential odd-even; centroid offset; CTOI from Kevin Collins,1886.01,PC,1326.378,0.00045,2.5127,potential odd-even; centroid offset; CTOI from Kevin Collins
1762,403224672,PC,CP,0.795608,1,,141.01,CP,1325.538528,8.499999999999999e-05,1.007908,
1763,403256331,PC,PC,11.0,"17,18",planet roughly 10 Re; check neighbors; possible stellar variability,1583.01,PC,1765.82123,0.0007599999999999999,3.7718800000000003,planet roughly 10 Re; check neighbors; possible stellar variability
1764,403287048,,FP,16.0,1,,152.01,FP,1327.92337,0.00315,7.00776,
1765,403308915,PC,PC,11.0,24,some depth-aperture correlation; check neighbors,2059.01,PC,1767.49084,0.00013000000000000002,3.7543599999999997,some depth-aperture correlation; check neighbors
1766,403693875,PC,FP,17.919674,6,,528.01,FP,1469.7056710000006,0.0006519999999999999,3.524465,
1767,404340025,KP,KP,164.74766499999996,11,WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449,834.01,KP,1597.0391880000002,5.2000000000000004e-05,2.675544,WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449
1768,404467699,PC,KP,126.0,3,likely hot Jupiter,857.01,KP,1387.49063,0.00021,3.90792,likely hot Jupiter
1769,404505029,PC,PC,47.193264,23,Period could be half.,1842.01,PC,1933.335825,0.001889,19.148095,Period could be half.
1770,405454160,,,11.811567,8,single transit,563.01,PC,1524.138752,,,single transit
1771,405559035,PC,PC,11.0,24,,2037.01,PC,1747.6839899999998,0.00066,11.150310000000001,
1772,405700729,,,8.351308,11,low SNR,835.01,PC,1600.300333,0.0008300000000000001,4.7944260000000005,low SNR
1773,405794804,PC,FP,90.0,"16,17,18",centroid offset; check neighbors,1556.01,FP,1740.21873,2e-05,1.44127,centroid offset; check neighbors
1774,405862830,PC,FP,19.0,13,Possibly stellar variability,1126.01,FP,1658.24805,0.00047999999999999996,1.62652,Possibly stellar variability
1775,405904232,PC,FP,50.0,15,,1312.01,FP,1688.22523,0.00047999999999999996,11.0765,
1776,406672232,PC,PC,7.261014999999999,14,"Shallow transit, possibly stellar variability",1263.01,PC,1683.550089,0.000153,1.021332,"Shallow transit, possibly stellar variability"
1777,406941612,PC,PC,14.305264,12,Potentially small planet (2.22 Re),912.01,PC,1628.403947,0.000684,4.6791,Potentially small planet (2.22 Re)
1778,406976746,PC,PC,13.718448,"12,13",Potential level one candidate,1063.01,PC,1629.394861,0.0016239999999999998,10.065294999999999,Potential level one candidate
1779,407059875,PC,PC,10.0,24,potential L1 candidate,2026.01,PC,1768.2902399999994,0.00027,7.1924,potential L1 candidate
1780,407126408,PC,PC,11.000667,12,High priority; small (2.56 Re); potential multiplanet system; will see again,913.01,PC,1625.219269,0.003812,11.094122,High priority; small (2.56 Re); potential multiplanet system; will see again
1781,407394748,EB,FP,32.0,25,2 stars in pixel; TFOP FP retired as SB2,1623.01,FP,1792.2818300000001,7e-05,0.75235,2 stars in pixel
1782,407966340,PC,PC,11.300715,5,Gaia DR2 R = 1.4 R_Sun; period might be twice (14.1 day).,554.01,PC,1442.619254,0.001508,7.0486020000000025,Gaia DR2 R = 1.4 R_Sun; period might be twice (14.1 day).
1783,408137826,PC,PC,19.0,5,Check star 17,941.01,PC,1440.48083,0.0039700000000000004,8.51179,"Check star 17"""" away"
1784,408159788,PC,FP,11.0,5,SG1 check if it is on target.,420.01,FP,1439.81321,0.00139,2.30067,SG1 check if it is on target.
1785,408203470,PC,FP,8.015348,15,short period; possible stellar variability; possible centroid offset,1289.01,FP,1711.410631,9.8e-05,0.581322,short period; possible stellar variability; possible centroid offset
1786,408310006,KP,CP,54.06930500000001,8,WASP-166,576.01,CP,1518.9647220000006,0.000229,5.443936,WASP-166
1787,408618999,PC,PC,12.0,25,centroid in S19 is near another star but on target in S18,1736.01,PC,1792.7881489999993,0.00117,7.0741520000000016,centroid in S19 is near another star but on target in S18
1788,408636441,PC,PC,23.252628,"16,17",Period could be half,1759.01,PC,1745.4672870000006,0.002089,37.696127000000004,Period could be half
1789,409183335,PC,FP,86.0,"18,19",,1667.01,FP,1818.22815,0.00032,3.32125,
1790,409459226,PC,FP,17.0,7,BEB or diluted planet; multiple stars in the aperture; blended; centroid shift; needs SG1 to confirm,973.01,FP,1491.8283900000001,0.00041,1.27997,BEB or diluted planet; multiple stars in the aperture; blended; centroid shift; needs SG1 to confirm
1791,409520860,PC,FP,10.0,17,Likely SV; low SNR,1547.01,FP,1765.11416,0.00022999999999999998,0.71933,Likely SV; low SNR
1792,409794137,PC,PC,24.0,"7,8",,1478.01,PC,1495.91645,,10.18708,
1793,409934330,PC,APC,68.03130300000001,13,Gaia Rstar=3.577; large candidate,1114.01,PC,1655.350916,0.000126,2.4889639999999997,Gaia Rstar=3.577; large candidate
1794,410094645,PC,FP,80.501144,8,large possible hot Jupiter; GAIA Rstar=1.54 so the planet may be potentially smaller than 29 REarth,577.01,FP,1517.9774929999999,0.000167,3.3297879999999997,large possible hot Jupiter; GAIA Rstar=1.54 so the planet may be potentially smaller than 29 REarth
1795,410153553,PC,CP,0.817114,1,Level 1 target. Potential short period small planet around an M dwarf.,136.01,CP,1325.72603,1.1e-05,0.46291000000000004,Level 1 target. Potential short period small planet around an M dwarf.
1796,410214986,KP,CP,20.744928,1,The transit was detected with a bunch of false signals due to detrending; But the two transits near epoch 1332.3098 and 1340.4473 looks reasonable;,200.01,CP,1332.309957,,8.1375,The transit was detected with a bunch of false signals due to detrending; But the two transits near epoch 1332.3098 and 1340.4473 looks reasonable;
1797,410245915,PC,FP,30.0,8,PC; V-shape in short cadence SPOC data,725.01,FP,1518.76226,0.00025,0.98877,PC; V-shape in short cadence SPOC data
1798,410450228,PC,PC,42.580555,9,V-shaped; possible odd/even,681.01,PC,1546.476737,0.001807,15.778431,V-shaped; possible odd/even
1799,410528770,PC,PC,54.0,"16,17",V-shaped and some odd-even,1502.01,PC,1740.81598,0.00025,2.75347,V-shaped and some odd-even
1800,411608801,PC,CP,68.0,17,,1494.01,CP,1765.6035600000002,0.00042,5.02647,
1801,412014494,,FP,66.0,13,,1111.01,FP,1663.00191,0.00315,11.46597,
1802,412961700,PC,PC,20.0,8,possible odd-even,589.01,PC,1520.15828,0.0005,2.5188,possible odd-even
1803,413248763,PC,CP,16.503141,8,,562.01,CP,1517.999665,0.000266,3.930792,
1804,413376180,KP,KP,46.5933,10,HATS-2 b,781.01,KP,1570.772655,4.4e-05,1.354148,HATS-2 b
1805,414870287,PC,FP,10.0,"16,17",Likely giant; Rs < 10 Rsun will save it as a PC.,1499.01,FP,1740.8589,0.00107,4.95898,Likely giant; Rs < 10 Rsun will save it as a PC.
1806,415741431,PC,PC,14.0,"16,17",Crowded field,1508.01,PC,1739.7045600000001,0.0004,2.1568,Crowded field
1807,415969574,,FP,21.0,2,two transits; no gaia radius,342.01,FP,1362.5719900000001,0.0038799999999999998,10.45776,two transits; no gaia radius
1808,415969908,PC,PC,9.514482,2,,233.01,PC,1365.263091,0.0038829999999999997,11.665865,
1809,416195870,PC,PC,33.379566,"14,15,16,17",Check nearby star,1264.01,PC,1684.6175329999999,9e-06,2.744165,TOI 1264 under investigation; 2 stars in pixel
1810,416624606,PC,FP,31.0,"15,16",,1359.01,FP,1717.6012899999994,0.00023999999999999998,2.5158400000000003,
1811,416987878,PC,PC,12.0,"15,16",,1392.01,PC,1712.7665,0.00042,2.86876,
1812,417676622,KP,KP,8.750069,"14,15",Kepler-68 b,1290.01,KP,1683.400813,0.002515,5.400569,Kepler-68 b
1813,417705690,EB,FP,19.0,25,retired as TFOP FP; potential centroid offset; minor depth-aperture correlation,1668.01,FP,1818.01025,0.00149,2.36155,potential centroid offset; minor depth-aperture correlation
1814,417931607,PC,PC,11.122766,"14,15",,1451.01,PC,1694.31058,0.0004,16.53818,
1815,417948359,PC,PC,23.33112,"15,16",,1272.01,PC,1713.031745,0.00047999999999999996,3.3159970000000003,
1816,418959198,PC,PC,9.00356,16,Check nearby stars; potential L1 candidate,1424.01,PC,1740.5305230000001,0.002144,4.897647,Check nearby stars; potential L1 candidate
1817,418987806,PC,PC,32.0,"17,18",likely EB,1584.01,PC,1791.0627600000007,0.00018999999999999998,0.88654,likely EB
1818,420049884,PC,PC,9.138309,4,,462.01,PC,1414.821002,0.001393,4.106841999999999,
1819,420112587,PC,FP,10.327715,"14,15,16,17,19",v-shaped; close visual binary,1760.01,FP,1691.531496,0.00049,11.062666,v-shaped; close visual binary
1820,420112589,PC,PC,7.639566,"14,15,16",,1452.01,PC,1691.5239100000001,0.000867,11.064093,Level 1 candidate
1821,420288086,PC,FP,29.0,"17,18",Could be twice the period,1535.01,FP,1769.5850100000002,0.00058,6.534269999999999,Could be twice the period
1822,420645189,PC,PC,24.208532,19,Single transit; somewhat V-shaped; real radius larger; CTOI from Planet Hunters,1897.01,PC,1837.4772050000001,,,Single transit; somewhat V-shaped; real radius larger; CTOI from Planet Hunters
1823,421308357,PC,FP,36.0,"14,15,16,17,19",V-shaped. Highly likely EB. Rp>40Re,1479.01,PC,1685.03219,0.0030399999999999997,16.68356,V-shaped. Highly likely EB. Rp>40Re
1824,421894914,PC,PC,9.977513,"1,13",Potential level one candidate; small centroid offset,1056.01,PC,1326.0708339999999,5.9999999999999995e-05,5.307589,Potential level one candidate; small centroid offset
1825,422655579,KP,KP,27.757355,4,WASP-71b,388.01,KP,1413.143411,0.00018999999999999998,2.903458,WASP-71b
1826,422656370,PC,APC,24.0,24,,2030.01,APC,1767.48916,1e-05,1.3254299999999999,
1827,422756130,PC,PC,7.999457,19,potential L1 candidate; low SNR; crowded field,1695.01,PC,1816.598975,0.000629,3.131463,potential L1 candidate; low SNR; crowded field
1828,422923265,PC,PC,8.000886999999999,18,Centroid offset; not centered on another star,1641.01,PC,1791.7872550000006,0.000181,1.864989,Centroid offset; not centered on another star
1829,423275733,KP,KP,24.794462,8,WASP-142,578.01,KP,1518.691507,0.000169,2.052978,WASP-142
1830,423670610,PC,FP,72.0,3,possibly 2x period,850.01,FP,1384.40921,0.00074,10.32103,possibly 2x period
1831,424391516,PC,PC,7.390594,"14,15,16,17,18,19",,1761.01,PC,1694.8039410000001,0.000816,11.5919,potential L1 candidate; low SNR
1832,424435940,KP,KP,81.9144,26,WASP-58b,1627.01,KP,1685.94218,0.0,5.01961,WASP-58b
1833,424733642,PC,PC,43.0,23,Slight depth-aperture correlation,1858.01,PC,1932.0148399999998,0.00016999999999999999,2.09098,Slight depth-aperture correlation
1834,424865156,KP,KP,172.79747,"14,15",HAT-P-7 b; Kepler-2 b,1265.01,KP,1684.772209,5.7999999999999994e-05,2.204735,HAT-P-7 b; Kepler-2 b
1835,425163745,PC,FP,121.0,5,V shaped; likely EB.,937.01,FP,1438.5566800000001,1e-05,0.27664,V shaped; likely EB.
1836,425206121,KP,KP,145.364227,7,KELT-19A,508.01,KP,1494.135425,0.000121,4.611884,KELT-19A
1837,425220920,PC,FP,43.0,7,period might be twice,985.01,FP,1494.52201,0.00107,8.76905,period might be twice
