rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
32,272468689,1386.2520983886527,0.9995466430460892,1.1568715718858054,0.01282869178737045,2.9819676516603435,9.21899986,6669.0,1.55861,17.0,0.2895,0.3402,4.20164013,0.01959343432305217,0.999603625935966,0.999593259727188,0.21370278909436924,22.374615557688408,7.667056632415074,,182.417,,,J
33,231282112,1354.7257544916154,0.9996998532120852,0.624959948454556,0.0004914382136076979,0.4269633221026168,7.85599995,7557.0,1.9154400000000003,40.0,0.2353,0.2551,4.09473991,0.016243276575758782,0.9997178192420112,0.9997100113479468,0.15426229336479474,13.965885452061926,9.260927152831902,1.76,151.41299999999995,10.917858099999998,0.250442,J
34,41226621,1354.2144445825495,0.999542606402269,1.188715114569599,0.0023163837453228364,0.5446354379438009,11.18599987,4971.0,1.03185,21.0,0.4244,0.1961,4.49855995,0.0194354959464931,0.9995394145142286,0.9995660421604909,0.08647447390756098,4.063923592278477,4.832840486228907,0.85,195.928,0.643363237,0.773698,J
35,167123437,1410.9838451858332,0.9406375348747708,0.7669906855072499,0.0023889349928769565,1.1359252958287616,14.642000199999998,4862.0,0.7238319999999999,29.0,0.4508,0.1887,4.0,0.2203980849226151,0.9431843286089816,0.9447192683411374,0.6202242080916301,71.21055734830217,18.77052073093622,0.82,644.072,0.291729,2.16222,EB
36,149573437,1411.3368031446619,0.9984429357413176,1.1634929832835248,0.0017827344129601739,0.4633360451597887,9.49699974,7284.37011719,2.2075,19.0,0.2801,0.2331,4.1860199,0.03675859644509726,0.9982884797086848,0.9987701384503952,2.345960455906704,17.33282656654115,6.778408339779606,1.64,332.222,12.3612938,0.152455,J
37,300039094,1354.2847709866228,0.9993039294255934,0.6259076451180873,0.0004924445623848972,0.4167086198683213,9.4829998,7154.0,1.7393299999999998,42.0,0.2353,0.2551,4.20623016,0.024736225226014097,0.9994539428127076,0.9992380569247188,1.6092687794577858,12.229624085873333,12.286264760691392,1.79,279.503,9.383639,0.34018200000000004,J
38,47482845,1355.0070198149022,0.9997588335268082,6.975513259645092,0.04295687446761498,4.1748482728290215,5.98099995,5135.0,7.49592,4.0,0.4152,0.2817,3.1400001,0.014016642514729678,0.9997919391773936,0.9997925056046272,0.01975985756123396,20.772719529896253,5.7192295919081415,,94.047,,,V
39,231865506,1328.5888437750286,0.99987902080139,3.5280738712302413,0.007276624213685022,0.8962435187146308,7.30499983,5962.72998047,,6.0,0.3484,0.3103,4.0,0.010033585606516607,0.9998876923357288,0.9998907887637121,0.05740553166655034,5.373225372771393,6.106884021491628,,48.9476242,,,J
40,372852125,1325.3574365931736,0.9990921049843462,0.8954718108280477,0.0011697626655828295,0.4632815411841837,9.75699997,6984.29003906,3.07275,30.0,0.2894,0.2507,4.131249899999999,0.02797103018731461,0.9990873540779212,0.9991254028014392,0.260592810458096,14.901015776594065,10.52196692699466,1.53,497.984,20.2412453,0.0527365,J
41,271554665,1395.3363526115259,0.9977204982662862,10.07820325283113,inf,3.480063040155074,10.59500027,5372.20019531,0.838701,2.0,0.3947,0.2049,4.70843983,0.04360906218599393,0.9963189206781574,0.9996964695228276,7.881994562269701,18.803569172282984,4.352521948586278,0.93,130.781,0.5278588000000001,1.57638,J
42,279740001,1355.7180433614308,0.9996564630480692,1.9052388010870815,0.004344780609851662,0.6113011169424809,9.99300003,6747.29980469,1.14411,14.0,0.2969,0.2312,4.44999981,0.017213384938477683,0.9996405183783098,0.9997279008468422,0.511417035753441,5.066300824315794,5.34664223235189,1.44,205.063,2.44429326,0.961512,J
43,164775666,1386.568553963216,0.6405002195384301,0.6333735028364391,0.002369520682680648,1.0052624566645594,10.21819973,5473.0,1.2472299999999998,31.0,0.3861,0.2114,4.30294991,0.5482388011787411,0.6773793214285648,0.6785155282469056,0.11857002725935535,47.15907337190778,12.458592080832135,0.969,155.532,1.29648328,0.499446,EB
44,389320701,1450.9559412277229,0.9987300080858996,13.080211085042562,inf,2.198912061452075,9.63899994,5627.0,1.2298200000000001,1.0,0.3115,0.2298,4.24850988,0.03300732842934899,,0.9989450216773729,,9.221422466987026,10.173382169107752,1.26,148.774,2.22390366,0.677395,J
45,350479101,1330.7922116155555,0.9748150596458756,5.974335524739742,0.048895345266962036,3.0667589623634983,9.26399994,6662.60009766,1.8516,4.0,0.3158,0.2206,4.57000017,0.1469960520756492,0.9723442670802814,0.9804393108894248,3.818763086001128,126.21487167411863,15.884924698189574,1.41,230.356,6.08646631,0.222114,EB
46,179369863,1386.453063044581,0.999463116805416,0.6367451537804111,0.0006813379536346753,0.4259139596970262,8.5010004,8107.0,3.00942,31.0,0.1748,0.2433,3.86570001,0.021996140272915174,0.9995435190461056,0.9994348103598286,1.391919445826851,14.569418795136109,10.186544807568284,2.36,364.699,60.8793449,0.0865895,J
47,177238182,1450.945330874294,0.9929644191014668,13.148002008109973,inf,2.196633246114217,11.99699974,4512.0,0.7954640000000001,1.0,0.5037,0.1581,4.58735991,0.075292226086051,,0.992965751510716,,15.822433213327331,17.773952139653694,0.71,167.55,0.236271665,1.41058,J
48,365301387,1410.9537792735737,0.8359468551917227,0.8258431627880972,0.0018838755776497962,1.0005588909046572,11.04399967,5598.0,1.3755899999999999,28.0,0.3861,0.2114,4.23997021,0.3703503286565848,0.8466176339459698,0.8455372890024437,0.2931027561262395,42.7660721448071,12.252237844460163,0.962,260.447,1.550449,0.369577,J
49,382626661,1439.169981480581,0.9995735110987128,5.500339448150148,0.03260957053848301,1.287814634463158,9.64900017,5250.0,0.811062,5.0,0.4136,0.1999,4.64175987,0.018801093306912868,0.9994304549654506,0.9997786503109442,1.8009970579483623,6.599869022372374,5.654361641948067,0.9,82.7013,0.448522955,1.68687,PC
50,322512913,1411.0150347788708,0.8839417346141423,0.6883364924599173,0.0023628255952012345,1.6623003351106609,11.93999958,6315.0,1.77617,33.0,0.3158,0.2206,4.25083017,0.31555367703802745,0.9079062652377228,0.8702877458294852,22.738554219265808,55.74903527187528,11.044889562857726,1.44,801.635,5.89684057,0.256988,J
51,99769182,1330.7612352327992,0.6977263066891539,8.640330226517786,0.03207329540364956,1.0687938379272564,14.51099968,2864.0,0.135,1.0,0.5221,0.3406,5.17776012,0.4821917926455228,0.4869902797229073,,,88.75823772281267,15.194885464747589,0.1,,0.00110472529,40.6442,IS
52,364425576,1411.0011603265796,0.9966635837190856,0.8514547219775456,0.0043162582983424245,2.0379043122656797,9.10700035,6050.0,1.1215,27.0,0.3216,0.2301,4.29567003,0.05339289176685712,0.996665063348539,0.9970985724285669,5.1538700352092555,65.28402981255536,11.493404311075789,1.2,114.964,1.68848014,0.850722,J
53,469967638,1329.5619605931481,0.9993870969168998,6.3841793195264565,0.02141346129579036,0.8054789593180278,8.49800014,4834.0,5.80685,3.0,0.4152,0.2817,2.64943004,0.022345055306434488,0.9992624034950476,0.9994950537408028,1.6662567599359004,10.98015329987352,4.947095512257119,,321.0370000000001,,,J
54,198006960,1354.246321701793,0.9994452921591076,0.9172212114464506,0.011138806271549784,2.4386989780572184,9.10400009,6897.0,1.77561,29.0,0.3026,0.2256,4.09077978,0.02186090792236819,0.9994384050984771,0.9995682956659327,2.8080554450829127,28.30460374580376,6.076741699711066,1.49,217.719,6.31624937,0.26615900000000003,J
55,35724058,1411.9106401845286,0.9986186019369075,1.0518435023916082,0.0077935033216928185,2.629482605411286,7.196000099999999,6996.64990234,1.56139,22.0,0.2961,0.2276,4.0,0.034534809121695195,0.9986687681174444,0.9988088043139364,2.5485850330583384,41.927927604339935,7.980164809234822,1.54,82.3415,5.2635355000000015,0.404564,J
56,404484288,1411.679513867714,0.9928586759692049,1.331747734378022,0.00854306524334536,3.313905036432556,11.58699989,3071.0,,16.0,0.3685,0.5069,4.0,0.07523834485914835,0.9936896549135428,0.9933529867653764,1.3420348818128434,47.18226609356193,8.411445753619788,,,,,J
57,141212720,1354.3509535576245,0.9975172394172468,0.7338777717102156,0.005479743485866773,1.9185098444581632,12.10299969,3133.0,,36.0,0.3685,0.5069,4.0,0.04436262993337421,0.997821817861306,0.9978859914428246,0.292493153538967,26.53590313636707,9.30365889228742,,,,,V
58,149930656,1450.8964328141954,0.9981462891018652,13.147250490903607,inf,2.664143551968865,10.8920002,5543.45019531,0.9665,1.0,0.3862,0.2061,4.46214008,0.03938783499801237,,0.9984471139773956,,7.948235630879997,11.559702680813086,0.98,188.849,0.794728935,1.08548,J
59,12359091,1361.5026938842445,0.999613278051124,9.555716432686333,0.10191699573404378,6.118138099100883,9.78999996,5768.0,1.1433,3.0,0.3495,0.2247,4.34716988,0.018088286398839887,0.9996694754301296,0.9996281703872728,0.3041743227452426,8.114851680094205,8.3212963481063,1.033,146.308,1.30261636,0.691222,V
60,40335866,1438.5599361349923,0.9976511078107638,0.8190613098026028,0.001101650239042684,0.4757179082618988,9.713000300000001,7481.14990234,2.27683,31.0,0.2683,0.2357,4.02523994,0.045238817582672564,0.9979344933472429,0.9976904847883594,0.8679058782462513,18.18580478784308,9.435104784611257,1.72,369.602,14.629496599999998,0.145726,J
61,141531810,1354.3242534843546,0.9990314613813952,0.6532698315878861,0.0007816178828180531,0.4372210182921935,8.75399971,7266.0,1.7434900000000002,40.0,0.2353,0.2551,4.19872999,0.02917865440154232,0.9989261067905724,0.9993007254175276,2.0568015765018277,13.774222782274975,8.565401490373784,1.74,200.796,8.748698,0.328315,J
62,261746657,1325.9911484516142,0.7630960283305467,1.3164226559173355,0.004568192000601767,2.016606591023757,10.25699997,6238.0,1.76693,20.0,0.3215,0.2192,4.15538979,0.4504007892317162,0.7799084821815869,0.778880028384905,0.23018753458170496,259.9760409816746,19.24758160455261,1.37,328.41,5.292028,0.248347,EB
63,12470841,1354.3877286690401,0.9997938460028164,0.6429789059185483,0.0010208505722249515,0.468710358519116,8.43799973,7905.0,3.22283,40.0,0.2039,0.271,3.85720992,0.013521505400743192,0.99979132985926,0.9997853864052936,0.11448150032904852,10.847132462547087,10.758612003679707,1.99,361.49300000000005,41.54968,0.059448699999999986,V
64,439399308,1354.2383372204174,0.9997450530951071,0.9346594593010928,0.0063151975031313645,2.4357874506662194,9.61299992,6783.0,1.5610600000000001,28.0,0.3026,0.2256,4.32229996,0.014820433758682854,0.999812591971308,0.9997299610793302,1.6732907194646418,13.05965958503064,9.281744727984336,1.513,244.496,5.06079054,0.397719,V
65,287405060,1411.9692294421025,0.9946076098727183,2.6303593562272733,0.021224656891943198,5.0894749713553145,9.00500011,6339.0,1.00494,9.0,0.371,0.2094,4.51639986,0.06735975652741233,0.9952239562559312,0.9948245929491121,2.9609800102628197,75.50819227780009,10.764964477852802,1.02,89.1503,0.965174,1.00503,J
66,350822079,1386.5677280569919,0.9997304863888788,0.7761493835871175,0.0008871389533121055,0.4324866640365025,9.85400009,6205.0,1.15191,25.0,0.3345,0.2282,4.39788008,0.015139760317505128,0.999818347619722,0.9997040956488372,0.7997567303466238,4.89134168930188,4.737767342248434,1.1,158.417,1.52059817,0.7196670000000001,J
67,41110118,1325.299200330339,0.9993932135398048,1.563978019995909,0.0049236600987206955,1.3256258841046789,11.69699955,4542.0,0.74462,17.0,0.4794,0.2623,4.54911995,0.021983978312348187,0.9994188562093852,0.9995412354124532,0.3946559676260918,4.861130221294921,5.802653986953168,,,,,J
68,167125688,1354.1511529928764,0.9992416305121252,1.560487639685597,0.004164910256984622,0.6329347604948007,11.26799965,4762.0,,17.0,0.3685,0.5069,4.52561998,0.024518296301883603,0.9994035631265056,0.999311768491172,0.3655141187778668,6.941878387575362,12.67767918227711,,185.262,,,EB
69,373985596,1385.997660313587,0.9998163360285394,2.9612819397454464,0.04771990534482829,4.586567184374299,10.14799976,5962.5,1.6787900000000002,7.0,0.3484,0.3103,4.05999994,0.012362684734755928,0.9998213925320036,0.999840151733878,0.191862259357536,5.042086460264821,5.325076882928738,,300.0724,,,J
70,92451818,1333.9111135184835,0.9939682453435864,9.641244342301698,0.06471309143616732,6.694655614240269,12.46899986,3394.0,0.473685,2.0,0.1555,0.4459,4.91860008,0.07260061161248517,1.0001013172534094,0.9913187435678852,8.795950529269017,14.339560673349485,7.463552800706861,0.471456,71.3934,0.0261351038,4.4358,IS
71,149154927,1354.4197715940581,0.9976275089553084,0.6527807080335004,0.0007808209950246336,0.4811042706392944,8.38399982,7526.0,2.57931,40.0,0.2353,0.2551,3.86075997,0.04566769375429492,0.9975556139107328,0.9982120229203706,2.9474898524614237,20.39909830648036,9.46998048022568,1.77,261.408,19.954483,0.103149,J
72,141826495,1412.8502281762298,0.9987529723110348,2.1733415973554098,0.019154549220400163,3.549048297326415,9.72200012,6963.27001953,1.60449,10.0,0.2961,0.2276,4.29781008,0.032812225451239165,0.9987938499345468,0.998775074680614,0.14854040408194713,25.890331288942537,4.797964171840935,1.53,252.891,5.452794,0.370411,J
73,308452846,1438.6184756868108,0.998927225610826,0.7459531094836223,0.0009732410392849775,0.4783589250258501,8.74499989,9456.0,2.274,33.0,0.1791,0.2436,4.07692003,0.03106726762912568,0.9989547684787592,0.9990082577641464,0.42120288435871067,18.053449210612744,10.943713505639426,2.25,313.884,29.61329000000001,0.191343,J
74,293936044,1354.421635922115,0.9977206728575632,0.6465647661182096,0.0005142240738527648,0.4374858635385589,7.50500011,8258.0,2.3630400000000003,40.0,0.2396,0.2457,3.99482989,0.044765460288538984,0.997763041412766,0.9980179514914452,0.9554188033777906,18.17176285367859,9.68318513626978,1.88,163.534,19.2892246,0.142477,J
75,25155310,1327.5272269909626,0.9929477979201696,3.287168054228231,0.015479006210538325,3.2863797945234348,10.55500031,5800.0,1.24175,8.0,0.371,0.2094,4.28003979,0.07703218745025962,0.9938827255926448,0.9937137787210388,0.8577882724992981,117.74784176355298,18.073314891233462,1.01,216.526,1.44141793,0.5274989999999999,PC
76,177079606,1440.0738175755398,0.9994326555213979,6.9753030358486825,0.057698616277573674,4.586397023349669,9.72099972,4254.60009766,17.3757,4.0,0.512,0.2422,1.36000001,0.021156934611004662,0.9996039262375804,0.9995197476058092,0.7297128896337578,10.519956447199792,4.755932293101559,,1105.53,,,J
77,300327482,1325.307406422592,0.9989957918595962,0.6597607042462981,0.0010385002067654359,0.6715921713303326,10.15100002,5766.95019531,1.19789,41.0,0.3495,0.2247,4.33127022,0.029148075359938262,0.9990240016777424,0.9991285290826792,0.9152112347372868,17.963524831262273,10.88240011024608,1.03,167.525,1.4299227,0.599222,J
78,47510709,1358.9956581616486,0.999790942983162,7.175407368785299,0.01907164891696356,1.4580633582690616,8.661999699999999,6130.0,1.4540799999999998,4.0,0.3383,0.2164,4.15201998,0.01333950389501874,0.9997992511493572,0.9998197826460908,0.20402075064707767,5.007695595549849,5.377364238656201,1.227,126.122,2.96474171,0.399098,J
79,219411071,1450.9312863965079,0.9977863113272551,13.139557541161812,inf,3.896387808970261,11.18099976,3647.0,0.5462520000000001,1.0,0.2125,0.3984,4.79899979,0.04370236603688447,,0.9982652614914368,,8.368994837064308,10.883857993453539,0.541871,52.9932,0.0443065576,3.3244300000000004,J
80,167304933,1354.8113044022866,0.999395208441927,7.598823380725929,0.020585977181407426,1.7672558888124086,10.74800014,6263.89990234,0.95489,4.0,0.3174,0.2305,4.32999992,0.02275017660458033,0.9994590156409072,0.9994499831805258,0.031893826454078525,5.424447550524294,6.186461141888626,1.22,212.49,1.26467919,1.4012,J
81,259586708,1410.9505502999484,0.9859281858766994,0.9395898122766336,0.005368085529485035,2.2334403809589434,13.77600002,3069.0,0.396375,25.0,0.1533,0.4776,4.0,0.110601211645195,0.9873726266410888,0.9867868663413992,0.5578140663806839,29.261562135577,10.186688103239275,0.387382,96.2997,0.0151792876,6.22043,V
82,444166967,1355.6570327232969,0.9998792974520369,2.3392441236894337,0.012842376410024059,3.5996375470578665,8.93400002,4658.0,0.9549629999999999,11.0,0.3785,0.2075,4.53711987,0.01006477090539892,0.9998697634713688,0.9999111326892448,0.9565553391636566,7.007170396982571,5.904990357660775,0.99,61.289,0.816125751,1.13678,J
83,38573584,1439.7449799090014,0.9998047710763968,3.317139878226233,0.05682592947035792,8.895341621354818,8.44799995,6883.70019531,1.6867900000000002,8.0,0.3026,0.2256,4.0,0.012969048743638963,0.9998508012313216,0.9998035832762108,1.6292239181527464,16.615227692222508,7.263342941637519,1.5,153.363,5.755758,0.312544,V
84,373844472,1411.5792774267181,0.991202169744236,0.9191675499682612,0.002172673511829315,0.8594109593680272,10.97500038,5616.0,0.818416,23.0,0.371,0.2094,4.3762002,0.08603945396275144,0.9916830288930304,0.9915544807801936,0.3893284856922656,98.15087177400858,22.212941921180875,1.0,144.866,0.6188732,1.82422,PC
85,389079188,1328.373819039126,0.999369139839422,5.474698451936726,0.026169731175014643,1.5194069810106254,8.07299995,4519.0,9.857460000000001,4.0,0.4416,0.2763,2.12614012,0.02255984119062691,0.9991922104807316,0.9993290584416484,1.6510664146405392,18.46747116971532,4.876742606046227,,395.878,,,EB
86,382159806,1438.1321435456382,0.9961112068023372,0.6267479375073554,0.0012851311630763804,0.7766009658974742,9.95699978,7224.0,3.0340599999999998,40.0,0.2458,0.2616,4.15091991,0.0583148353758808,0.9969945963962634,0.9958266794753692,3.0876739672793803,24.574463100455127,11.004280655927728,1.76,651.327,27.2206211,0.06301419999999999,J
87,260188633,1354.6810827478337,0.9988470923430771,0.7296642728585071,0.0012083604865124056,0.40979092517339777,9.01000023,7482.0,1.79381,35.0,0.2396,0.2457,4.16158009,0.03183735536816906,0.9991160738466414,0.9984871906069468,2.695002316446564,13.785773255303766,10.022614872452325,1.82,244.62,10.2812023,0.315311,J
88,206386455,1386.277509441167,0.9994646142401372,1.2309087894451889,0.015629450140985934,3.1564872774312414,10.52099991,5124.0,0.81984,16.0,0.4244,0.1961,4.62923002,0.02102732340985603,0.999530227025698,0.9995024217634441,0.2937580027176997,14.056435867109663,6.010584183323486,0.87,120.815,0.4216878,1.57882,J
89,299899924,1386.1746012067904,0.995221828535192,0.6824281800416019,0.004860940789599477,1.7923914484823842,9.40100002,7404.0,1.83722,28.0,0.23399999999999999,0.35600000000000004,4.13802004,0.06420256420352366,0.9957002674892892,0.9956644384104668,0.17414538300998786,38.48912883718092,6.687389193896218,,293.082,,,V
90,382069441,1412.0973951193077,0.9956552016077584,2.743947028109398,0.02613483644293324,6.304030689141362,11.30799961,5089.0,0.743674,9.0,0.4244,0.1961,4.48009014,0.059901183228987125,0.9966597965706268,0.9952628200742184,6.54404381399047,60.61415739666714,11.59847547730084,0.84,152.796,0.325860083,2.04236,EB
91,374858533,1438.1972885650778,0.9997861557984172,0.6136594995744935,0.0007493666598824554,0.42884795758421146,6.76399994,8694.0,,41.0,0.3685,0.5069,3.8826498999999997,0.01301962881670298,0.9997896498465012,0.9998080761956762,0.3145945697786153,9.360360515508892,11.956329660483975,,159.744,,,J
92,308851582,1414.9708188558773,0.8125932011656024,4.914200727736162,0.012162899061378685,2.039225759729508,9.86200047,5806.0,0.9988459999999999,4.0,0.3454,0.2253,4.3400898,0.3984882734774417,0.816584969503399,0.8159502823502807,0.09413143959942856,176.32583523320648,39.001658523231065,1.08,134.54399999999998,1.10104239,1.08375,EB
93,279738571,1354.6670648110264,0.9982122850048384,0.6670368174313761,0.0010720978031660278,0.6558587228582174,7.98000002,7883.0,2.17817,39.0,0.2396,0.2457,4.03429985,0.03964504040225174,0.9984762672959364,0.9982028107642152,1.3783786856064246,21.688589835759558,8.738808376102444,1.87,189.995,16.28117,0.180952,V
94,316915351,1366.3289881707096,0.9998540116199212,12.272125099854431,0.03899896381049928,4.27627445833935,8.27600002,6066.0,,2.0,0.3685,0.5069,4.0,0.010757441877548348,0.9998716396508494,0.9998648252281108,0.08603782154376143,4.712533810107883,5.5456207984533465,,87.3211,,,J
95,231867117,1354.9156290919718,0.9972885452701551,1.753043001117636,0.020309632410923092,4.547427226806576,9.55700016,3900.0,,16.0,0.5833,0.1816,4.70460987,0.045849654873824766,0.9976168044097992,0.9978225218425246,1.691230668347055,48.45722435906534,6.89342520509256,,40.5439758,,,IS
96,176778986,1411.3855550311246,0.998715830701545,0.623013926572136,0.0005171957398266146,0.4006082716637608,8.44999981,7268.0,2.02204,35.0,0.2353,0.2551,3.73168993,0.0335983484982053,0.9986742264404804,0.9983502693043832,1.5866242207796817,16.044837495797204,13.020555489527586,1.77,243.748,12.2376947,0.214093,J
97,365250144,1411.0335935301182,0.999661524819474,0.7105985935614029,0.00369806452524285,1.6977361444151662,6.64699984,9547.0,2.55321,32.0,0.1512,0.2621,4.08121014,0.017510862551325126,0.999728747774231,0.9996471714496926,4.590498744786322,32.57335334881215,10.316810364282857,2.76,163.31799999999996,75.86806,0.165825,J
98,52368076,1327.4366838344506,0.999179424620446,4.652327538198469,0.024599216850230032,2.9874032624721254,10.13799953,5154.0,0.852266,6.0,0.4036,0.2028,4.47071981,0.026123651939618908,0.9992986812949242,0.9992302572074254,0.5149066227032812,15.838913564820333,13.60697781111425,0.91,111.059,0.508605659,1.46999,PC
99,220565429,1354.6905285709242,0.9997392991205172,1.1154549416444504,0.009038489241891212,2.9236802612909987,8.49800014,7194.0,2.0983,24.0,0.2801,0.2331,3.97486997,0.015041006555434768,0.9997795198780056,0.9997520807688632,0.9720787002018336,21.673008117923516,8.887484752872853,1.64,208.673,11.1234274,0.177518,J
100,111716892,1354.3176361703281,0.9998949857024798,3.4286537423785077,0.011877245910991041,1.5632639604030372,7.92500019,6446.0,1.32463,7.0,0.3115,0.2298,4.20055008,0.00949148383373151,0.9998660944226972,0.9999310655228131,1.0988548336959083,4.641299332529927,4.88463767356183,1.29,86.6792,2.67880917,0.555016,J
101,260269256,1354.5256835428909,0.9960710148826258,0.6364034320176,0.003020855711717341,1.6972408942328825,13.13799953,3127.0,,40.0,0.3685,0.5069,4.0,0.055807177132132464,0.9969004011455485,0.9963574596885626,1.3474795297839708,22.603938174996696,8.42070625555666,,,,,J
102,220433363,1438.2798194051957,0.9745658561558056,0.8557545727615897,0.00622661667257951,2.303981090895832,8.5909996,3509.0,0.42753500000000005,29.0,0.1555,0.4459,4.85242987,0.14908261668702147,0.977567638555962,0.9766898873325464,2.8467817439304905,83.64492825200108,10.63125874903559,0.422183,11.0923,0.022266686,5.4023900000000005,J
103,167415965,1336.669888884914,0.9996955304622084,11.966006122318046,0.11150218394728384,2.1381085084047653,7.96500015,5346.16992188,0.7982670000000001,2.0,0.4036,0.2028,4.50077009,0.0159127987983506,0.9996544226358034,0.9997932894343879,1.0167336260457378,7.322168283574616,4.689036953601142,0.92,38.96,0.46898818,1.8086,PC
104,206362352,1325.3711736818605,0.9992266060089668,0.7105582559788213,0.006035069955142858,1.8078371453575277,5.36199999,17163.0,,38.0,0.0697,0.5636,4.0,0.026130020954524102,0.9992924729499728,0.9993148761711826,0.4641739028031978,46.226396071361535,5.566964022157143,,171.83599999999996,,,V
105,308746785,1325.3412139679222,0.9997264464241888,0.7590279839356227,0.0009384081515589893,0.14026293910592605,9.28800011,7424.0,1.57992,36.0,0.2438,0.2464,4.32286978,0.015494800903432871,0.9996012421452164,0.9997022075610628,0.6249336526659667,5.633091026914068,5.8976176911359985,1.72,226.569,6.99865675,0.436137,V
106,177080157,1438.0148630441904,0.99758042256094,0.849993559380388,0.0011569525512016288,0.4913130563116606,9.73499966,7461.0,1.6906,30.0,0.2448,0.2339,4.14359999,0.04612826385416953,0.9979235539353156,0.9978344327666862,0.3107815079119045,19.02739063470479,12.665451293718837,1.88,324.251,9.853113,0.389074,J
107,279743325,1326.0467772861814,0.9999351020684206,0.7853347854326237,0.002939428936112154,1.460107294762696,8.21500015,6351.0,1.25997,32.0,0.3216,0.2301,4.29212999,0.007446612494147861,0.999939039444454,0.999947736129093,0.27959691085217864,5.275347907841661,6.2933753705977,1.21,90.3544,2.17543745,0.6049260000000001,J
108,167045028,1438.5850804358004,0.9991100262629392,3.013071984570621,0.05028182282700922,7.899122091183307,9.96000004,7145.79003906,6.13513,8.0,0.2488,0.3512,4.20958996,0.027641854479354817,0.9991748370354824,0.9991701233805922,0.07077410727045487,29.707082470241538,6.7614092414901785,,952.092,,,J
109,326394317,1325.791519173089,0.999659428418875,1.3549543302101603,0.014838915722799828,3.4369504037144365,9.02000046,6912.0,3.9365099999999997,20.0,0.2894,0.2507,4.17645979,0.017131478629542254,0.9997178068361045,0.9996732876051196,0.9948671489078602,20.512404409230328,5.554974739045676,1.53,454.679,33.0630455,0.0250818,IS
110,328350926,1411.6026016069666,0.9946503325427499,0.8488516721788792,0.0015623948002800314,0.9702385305528148,8.25300026,5580.0,1.44029,26.0,0.3789,0.2128,4.0,0.06696468908996363,0.9947517190275827,0.9952875746189332,3.6161672344820177,257.8805773471758,29.50248150493235,0.99,87.4715,1.81189549,0.331347,PC
111,198074117,1451.0490231504068,0.9928174461906883,13.14212330759414,inf,2.000405206183566,13.35499954,3252.0,0.41840900000000003,1.0,0.1533,0.4776,4.99120998,0.07901768173285408,,0.9939194468562824,,5.418491717720995,10.747108971449725,0.412099,,0.0165592041,5.62598,J
112,453100169,1389.0920198417564,0.9999337398582931,3.7993855110177335,0.08341347949761801,4.37211644158292,5.50299978,3473.0,76.7759,5.0,0.5324,0.2372,4.0,0.007202894623445909,0.9999371517396242,0.9999456586480956,0.4092662958181416,8.648822290022464,5.560665553092152,,506.092,,,IS
113,150145438,1411.321998325855,0.99965769907876,5.801641317647928,0.1366437101986664,9.33441687918159,8.625,8992.0,2.70318,5.0,0.1655,0.2473,4.12916994,0.01758717764304182,0.9996760347914996,0.9996785390939168,0.04682820902567054,19.472764715104624,6.160127012699584,2.5,399.636,60.4750938,0.126565,V
114,279958827,1411.4738497959852,0.9890262264394659,1.2536100167316822,0.009195554810263906,3.0028382213265497,12.96100044,6000.0,,18.0,0.3685,0.5069,4.0454998,0.09326696845726933,0.990736579210188,0.9897110310698488,1.4030974474760425,37.255223601853416,10.104063144713967,,,,,J
115,261104864,1411.2300405340163,0.9997522400987894,3.5105969473361487,0.07888708552476009,3.000243798376992,9.70100021,6928.0,2.20292,8.0,0.3096,0.2225,4.29296017,0.01459463313696021,0.9997627867593724,0.9996818779898022,0.8969135835881756,8.237237537508642,3.796600099860641,1.46,316.097,9.309783,0.13657,J
116,167574282,1354.390768305243,0.9945436977387858,1.687098728446519,0.01660913538298936,4.286138512742576,10.82299995,5290.93017578,0.860541,16.0,0.4036,0.2028,4.61720991,0.06736337813611931,0.9951360432953248,0.995209780181108,0.4904024340032448,96.88311745342165,11.059692468200359,0.91,148.174,0.5228363,1.4280000000000002,V
117,40343782,1386.2293287798318,0.994354427416378,1.2407774778206622,0.009950082675341476,3.1595110930212744,12.06099987,8951.0,,16.0,0.3685,0.5069,4.0,0.0668965716173918,0.996083570887706,0.9940454915407362,3.3538826164759468,23.634734572601012,8.708815806494005,,6102.79,,,IS
118,284194837,1354.4745679571174,0.9998327040190226,0.7008164101451756,0.0008583606622088457,0.09303370867163296,9.60999966,5952.66992188,1.54865,37.0,0.354,0.2157,4.22809982,0.011897090598375218,0.9996430646390514,0.9997528592072032,0.4910582274434153,3.796770449681858,5.432964223395588,1.09,183.014,2.71298814,0.293473,EB
119,139198430,1333.0905271611148,0.9983934986966913,8.093304779503745,0.022008180649911502,0.8880722651344184,9.2670002,5984.0,1.21977,2.0,0.3484,0.3103,4.30751991,0.036562960213149816,0.9963549744114828,0.999787835093148,11.039925924088411,20.388680283390066,5.909990580160997,,135.265,,,PC
