rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
2099,272669664,1.3784053898291406e-09,14901,1693.2706222366894,0.999314221147102,11.521927911769714,0.3276035374141397,9.672514869589614,10.91609955,5302.0,1.00124002,2.0,0.4036,0.2028,4.39698982,0.02388177993073544,0.9992279326331078,0.9995673544568336,1.7161627588297397,8.802224446295579,8.468694229954625,0.912,182.782,0.7137226459999999,0.908617,3,4,233.736582920386,67.4254868313474,-96.5559,42.43899999999999,105.47089905,,,
2100,219792306,0.09961602836847304,14909,1687.7509540942901,0.9998655898954514,12.188793265224344,0.2611086411573531,10.308247713763116,7.75089979,5714.56982422,1.62644994,2.0,0.3726,0.2129,4.02418995,0.010627655010425186,0.9998523578983396,0.99990592947185,1.2113035412342368,7.723878642657037,7.413735328878255,1.02,80.5508,2.54162645,0.23707,3,1,264.92217701840303,64.5364071402765,-103.258,-86.4307,134.65689907,,,
2101,219092860,3.255373997035349e-07,14911,1683.4027110774111,0.9433395639541974,0.7543467842602891,0.003223142537447321,2.047000908124865,11.5298996,4461.0,0.67988902,35.0,0.5037,0.1581,4.61767006,0.21366830917079271,0.951102788836413,0.9506662928294816,0.5807729477363199,74.70423445529143,14.197782138935905,0.6990000000000001,113.894,0.164929956,2.22415,3,2,269.057260883974,68.11992037342421,-22.0648,32.8947,39.60955298,,,
2102,233537455,3.498835576465353e-05,14919,1689.9976342086773,0.9873841444617196,13.425060708661695,inf,24.30638882272501,11.63029957,3980.0,0.88705099,2.0,0.33899999999999997,0.2994,4.33525991,0.10276542546544733,0.9865336209254622,0.9917124200268638,15.230328712186456,35.801107836322025,8.245219488924057,0.621,116.99,0.177878752,0.889705,3,2,280.94326748858,65.2361124405894,44.1961,31.8668,54.48658732,,,
2103,164669854,7.475862366845831e-05,14926,1683.9137119263876,0.999576869286887,0.6997521069926421,0.002332757912423877,1.930833836787531,11.08899975,5758.97998047,1.46019995,36.0,0.3662,0.214,4.12207985,0.018878265155938857,0.9995878309778642,0.9996289386495164,0.33158215154543763,8.79926524560282,9.095840779823206,1.03,328.177,2.113019,0.33082399999999995,2,3,284.141103481739,45.9446124184227,-46.3286,-31.0142,55.75141056,-0.55299997,,
2104,84489773,1.237479221741569e-14,14929,1683.7263111322673,0.9910735426232508,6.999770740382625,0.1260129629610609,10.942670982804911,13.40279961,3508.0,0.52427697,4.0,0.1959,0.4178,4.7162199000000005,0.0878748014395853,0.9960702140378456,0.9869772424632316,4.34861323688975,12.10757582599387,7.847178877537132,0.521529,134.986,0.03750202,3.61906,1,1,297.994473304731,34.5905083438446,31.5895,43.8536,54.04659789,,,
2105,156511150,0.0,14932,1684.2092106178186,0.9998053695876284,12.928352291479545,inf,14.132998509783675,9.28048992,6266.0,1.43110001,3.0,0.3383,0.2164,4.21307993,0.012871010812300231,0.9998204378215112,0.9997329915170106,0.7993991364315293,7.337350713781017,8.243664286577276,1.22,165.294,2.84445477,0.416242,3,4,221.07677575606002,72.771297372294,-34.6411,65.4329,74.03695166,,,
2106,287137067,2.6547689394029735e-11,14937,1683.773603547218,0.9987533664700398,0.6068613668821535,0.0009646451012283453,0.4259596125101687,8.57785988,7354.0,1.68252003,42.0,0.2683,0.2357,4.2091198,0.03295710875408911,0.9987175679943424,0.998997976972553,1.566940047128664,16.277426922642608,10.331261160723793,1.671,177.12900000000005,7.459500999999999,0.350829,3,1,252.65453211297,63.1394711987261,-8.92949,13.5897,16.26086522,,,
2107,405763009,4.2617736382308046e-36,14947,1683.7367562930185,0.9986989909253052,12.928597013410375,inf,14.731224583763625,12.03489971,3323.0,0.30891901,3.0,0.1529,0.4604,4.91598988,0.033687834834790896,0.9987652477801128,1.000409992491202,1.7518873648076816,7.901013379660918,8.94990310285409,0.286819,32.6094,0.0104834763,9.72913,2,1,299.439045070988,56.97059300310221,151.805,115.559,190.78427741,,,
2108,138580717,0.00033624802017584443,14967,1688.2514734709164,0.9994459871184888,9.793355170531727,0.3047929707239536,14.230193113009427,10.80550003,5964.0,0.911933,3.0,0.3345,0.2282,4.55675983,0.02170643887488617,0.999570281567211,0.9993587119901466,1.5638686311663088,10.578215820247763,8.254734250801702,1.093,195.509,0.9479185,1.4412200000000002,4,4,175.991823792352,60.835619840940296,-24.0539,-10.8038,26.36877319,,,
2109,142443425,3.0450610211119056e-05,14970,1683.4248388474755,0.9923435801676987,0.6166425610292621,0.0012311059004807554,1.1048405929331593,10.92940044,5041.0,0.76380497,43.0,0.4244,0.1961,4.59638023,0.07951763526731659,0.9962045307535932,0.9960407930050076,0.3861368387490888,28.931681661170263,10.973431734562183,0.84,123.721,0.339411825,1.88509,4,3,146.55173427056002,67.09747353984869,-77.2817,34.0492,84.45003952,,,
2110,202509347,8.153392991516739e-05,14978,1683.9707281389747,0.9938071529680964,12.197027405761895,inf,19.246706051161944,11.38700008,4095.0,0.728917,2.0,0.3955,0.2618,4.5188899000000005,0.07145774140034794,0.9926254744332408,0.9997749858516796,21.789131374486427,33.50043237982701,16.61833442094484,0.64,92.6773,0.134606719,1.65251,3,4,231.94712049046902,65.7990651593822,-65.2715,170.08599999999998,182.18017485,,,
2111,159510109,0.3311017155647278,7488,1687.6052190963953,0.9926222836864788,8.472237777614636,0.06485470369739055,10.061593992872009,8.85229969,5920.0,1.11790001,3.0,0.3454,0.2253,4.37469006,0.07906492265464571,0.9935620632091572,1.0015023533847598,32.284455014166404,61.623814237521856,10.35283567212402,1.08,97.3391,1.38288689,0.773065,3,3,247.535191204545,80.3074790983941,-18.3348,66.5362,69.01616333,,FP,False positive; TOI released on secondary of an EB with primary transit visible in multisector data 
2112,377443211,8.681002583443842e-09,7505,1683.6270695836527,0.9986435501062298,0.7026743941775346,0.0005864374638440696,0.34530998721803075,8.246210099999999,8801.0,1.77631998,30.0,0.1887,0.2337,4.28381014,0.03490408961840519,0.9984502643757152,0.9983471217685744,0.5012056935866366,15.700926929636589,12.083060443709952,2.212,194.033,17.0554848,0.39466,1,3,294.99459105556195,21.5680345484057,0.800363,-9.55573,9.58918958,,,
2113,229619445,0.0,7517,1684.0974697769361,0.9992787657190588,13.425153777239974,inf,22.09676965116395,10.56529999,4402.0,0.76318699,2.0,0.5098,0.1592,4.51165009,0.024073549507267148,0.9994235272458342,0.9994682517590884,0.3598360892489753,12.255677817293213,14.528301665400924,0.69,80.1712,0.197041079,1.55223,3,2,278.751283589916,74.8564502613983,-68.6127,226.28,236.45367623,,,
2114,233152518,0.00015489877841901034,7527,1684.7461322032145,0.9993681801171032,5.9195294195054995,0.13099871524376686,9.72254131974884,10.62539959,5726.0,1.05569994,5.0,0.371,0.2094,4.40044022,0.02305719649333099,0.9993928336536244,0.9994231063742328,0.2285101132389127,12.968652714660456,9.168963229775846,1.022,193.716,1.07939649,0.868619,3,2,274.325597153228,64.9843796552515,-20.6238,12.2931,24.00961128,,,
2115,288392195,0.01951740868389606,7530,1684.7207539245176,0.9998144451304634,1.9258863684139296,0.02249415260850329,5.263779988161311,7.1357398000000005,6878.0,2.20337009,14.0,0.3026,0.2256,3.92595005,0.012643642879650413,0.9998413281538046,0.9998307208117804,0.5735186688306101,24.258679858474196,9.277128986877273,1.493,109.905,9.78859,0.139571,3,3,267.215792177995,79.33268166696341,-29.8804,63.2812,69.98105871,,,
2116,219816797,0.0009146817028522493,7533,1684.0443381869586,0.9962468989055612,0.8248232469715359,0.00617607875313525,2.3028573208595526,13.29170036,3313.0,0.35089999,31.0,0.1529,0.4604,4.87306976,0.057217393200659626,0.9963681389936616,0.9967745315245587,0.6986965668168659,16.84500948977896,8.6232687085592,0.335248,67.878,0.01336433,7.7591800000000015,3,1,267.613591069196,61.2516574361646,61.2544,129.412,143.17669944,,,
2117,259039257,7.317878043977544e-06,7551,1686.6399317504267,0.9981681439225076,13.425186393648104,inf,22.09678084817423,10.94999981,4017.0,0.61035401,2.0,0.33899999999999997,0.2994,4.66625023,0.039159248236768536,0.9984042028112295,0.9984175456851776,0.0927986622152712,27.95130587071815,11.938424656078105,0.63,60.3966,0.08739065380000001,2.77074,3,2,290.541075133364,70.84595154141809,38.7495,-67.5708,77.89311114,,,
2118,160228595,3.264187398599461e-05,7561,1684.8723500731726,0.7472720125596115,2.092301131699451,0.005024265916652393,2.809505580770225,10.31210041,6178.0,1.47239006,13.0,0.3451,0.21600000000000005,4.17391014,0.4632036669442955,0.7773172247262081,0.7764316259469115,0.15350628412148426,521.8812624059733,31.1049013443642,1.18,260.972,2.845309,0.369673,4,2,181.71258246792598,77.31581390260759,-19.8298,-4.6546,20.36875718,,,
2119,27844723,0.006420070771127939,7580,1683.4224133792761,0.9997359229482792,7.653722129736321,0.1634622340433527,13.368575316872327,8.24180031,5218.60986328,0.83351499,4.0,0.4136,0.1999,4.54562998,0.014794305044526624,0.9998480670272621,0.9997029609504108,3.5461587473241964,15.498981776169064,7.597064337781365,0.89,43.4713,0.4642386,1.53691,2,4,296.37642343235,50.7727340936435,267.818,343.68699999999995,435.71462575,,,
2120,237102376,4.7352091314678555e-06,7583,1693.2217911535363,0.9988133607727766,10.665642530608102,0.20519119442674685,19.013933269931425,11.07320023,5716.0,1.05983996,2.0,0.371,0.2094,4.39618015,0.03159869934707238,0.9982531745864792,0.999591074591856,8.075607527446497,17.958770264288095,8.244635256181251,1.02,239.088,1.08030474,0.856793,3,4,240.787188017409,66.21932187170529,-6.8730899999999995,-42.4078,42.96115533,,,
2121,149928942,0.00021270473371259868,7589,1687.5698629657156,0.9997299169725762,4.5637869349109925,0.0891194279905747,13.216342979124686,9.94528008,6061.0,1.06359005,4.0,0.3276,0.2297,4.43760014,0.015174000206359391,0.9997872326915488,0.9996999981554544,1.1434639493829768,9.252437998084114,7.058475505016389,1.13,157.754,1.37537074,0.939197,4,4,162.046750184146,61.23518686003221,-65.1887,-12.8366,66.44053663,,,
2122,329343467,0.027907991781830788,7593,1687.496099533667,0.999221781628788,7.7103951987512,0.2311450161251956,13.877117548002625,7.3077302,7625.0,1.6400099999999995,3.0,0.2559,0.2329,4.25830984,0.02610801603030102,0.9992217349021452,0.9996039306745876,8.182532708445038,41.459042013265204,7.855382200073406,1.778,102.216,8.191174,0.403082,2,2,269.522405469262,52.2182818015031,11.5584,-23.1791,25.90110591,,,
2123,233751709,0.04784487932920456,7602,1684.7008076377954,0.9987873368373158,2.206886268013277,0.014822720328790284,2.7669495804644875,9.14070034,3960.0,0.81323498,12.0,0.33899999999999997,0.2994,4.41002989,0.03186095311636087,0.9990464367638152,0.9987284361359569,4.02562045206579,40.45170712849345,11.418977402480893,0.62,34.0184,0.146523669,1.15277,2,1,302.692263786486,56.178896176997995,-38.6502,-177.96900000000002,182.11755248,,,
2124,313109404,3.13021750741882e-08,7603,1684.3890413087665,0.9996651336800324,1.1948745294476073,0.0017865741316456238,0.5289777973559435,7.67799997,8066.0,2.46960998,22.0,0.2273,0.2465,3.94507003,0.01719701109144509,0.9996864390292568,0.9997135803498232,0.3580530758549718,11.235922255506717,8.356881962156184,1.96,195.047,23.2587128,0.130127,4,2,211.341177312668,76.9816485194566,-13.3403,21.0449,24.91689026,,,
2125,193871260,3.74615405362988e-09,7605,1683.4934569178274,0.9914720967839836,0.6185321587983302,0.0014311384002235195,0.6421805320458709,11.41250038,7400.79003906,2.30199003,31.0,0.2683,0.2357,3.94175005,0.08619872354272251,0.9915310886884234,0.9918186136015767,0.4412497113230061,23.24713219552341,10.00694982999948,1.69,875.711,14.322335199999998,0.13854,2,2,269.70849459321096,47.843676897752296,-14.4276,-23.4122,27.50066818,-0.51599997,,
2126,233068870,5.490546300279675e-06,7619,1683.7368987263446,0.9978460550275512,0.8402716772629074,0.004096339287944784,2.3028684461729334,10.34119987,3062.0,0.19497799999999998,31.0,0.1606,0.4974,5.07312012,0.04312858773529615,0.9978988613852388,0.9981132594882168,1.79423346131537,24.53532282235364,9.85966173192057,0.16406800000000002,7.78113,0.00301083317,22.1344,3,1,270.569186207631,64.26228858755071,196.045,-383.606,430.79833479,,,
2127,377292202,4.1467315849023966e-16,7639,1683.8188734280004,0.9723165220815712,12.42900818915334,0.2679754464212669,12.764640012107401,13.1899004,3502.0,0.360116,3.0,0.1604,0.4325,4.86412001,0.15558861547610128,0.9796156115406678,0.9627766764508322,6.977114391236013,31.956206260663944,10.860712423041928,0.345887,73.8604,0.0175729282,7.4064,2,1,286.524555923824,58.5681899599669,63.4466,88.0284,108.51023112,,,
2128,91229919,1.0999379440037801e-13,7643,1683.814096591013,0.9982925924730922,7.03765535918175,0.13861822207708574,8.370731561852711,11.90069962,3913.0,0.59407198,4.0,0.2946,0.3316,4.65622997,0.0380181191685185,0.9988183079717228,0.9978501766803674,2.193216395669469,10.577098165927746,9.138845382053123,0.583225,89.7202,0.07454393,2.78175,1,1,302.023359071917,31.521465408719,73.3076,-64.0461,97.34427124,,,
2129,272074664,0.008586803451180458,7644,1688.6032645648452,0.8862235429078953,10.473812622356157,0.04302450335393715,5.6795177039780365,11.96240044,5879.45019531,1.89657998,3.0,0.3599,0.215,3.91150999,0.30991948160313315,0.900975044830774,0.8992178052338899,0.5921554564831262,146.00876805241882,28.74432024610929,1.07,648.25,3.872452,0.156844,2,4,295.85444214737004,45.8922221790763,3.55835,0.018399799999999997,3.55839757,0.12053399999999999,,
2130,103805387,4.0738450479693704e-05,7646,1692.168435296012,0.9959729353992792,13.425029067428328,inf,21.85679586742125,10.44040012,6003.0,0.97681898,2.0,0.3345,0.2282,4.50298023,0.05852251026251633,0.9973596979306976,0.9955692170216122,12.942051351263888,48.076933555283105,7.060760257106849,1.108,179.416,1.11633849,1.18877,4,3,159.323633159521,67.1506413804136,-13.7407,-35.8334,38.37758971,,,
2131,367629445,0.0066319527104496965,7670,1688.5929608915935,0.9997841258779137,13.42522024257436,inf,20.088047953690108,9.08152962,6476.0,1.60485005,2.0,0.3276,0.218,4.14776993,0.013581503654555816,0.9998901492252824,0.9997066806473186,3.386191107335798,10.0797222417773,7.038411228435288,1.32,178.196,4.081238,0.319352,4,2,151.501208519952,79.8761617284221,26.5284,-7.408710000000001,27.54351086,,,
2132,356583991,3.253154581654705e-13,7672,1683.4479408122672,0.9999137999334934,0.6281059292041806,0.000757030625061772,0.4358689353925326,5.62639999,8130.0,2.51402998,41.0,0.2147,0.2467,3.93399,0.008745670682062865,0.9999190989048172,0.9999153091185912,0.18978771675308892,11.376289166848672,10.344971386776015,1.98,78.7001,24.8770313,0.12460999999999997,4,3,154.508446991817,65.108353090402,-89.4153,-9.17351,89.88464363,,,
2133,100011171,1.7635999029153027e-05,7685,1683.7696950757665,0.9997630184267422,7.037619151015017,0.15681774787472946,10.933017525322228,9.2031002,5461.0,1.11216998,4.0,0.3862,0.2061,4.32345009,0.014083104357787741,0.9997694951230021,0.9998129260219072,0.7822237678409436,10.243937883368966,8.568892831547652,0.95,98.504,0.9911234,0.690569,4,4,173.084112173271,62.3277751734751,-4.79392,-15.5788,16.29971406,,,
2134,230390765,0.0,7687,1684.1083659680164,0.9990358317326892,12.162624264204245,0.3656140111169277,12.708956991386225,10.46819973,3725.0,0.58358002,3.0,0.2315,0.3808,4.66514015,0.02878496256701728,0.9993098597005382,0.99874606164447,3.7237329953245,14.776264871304445,7.922415123318938,0.574481,42.6599,0.0590745769,2.89051,2,1,286.352912442597,60.05516662719621,65.7805,96.2919,116.61562582,,,
2135,441802949,0.00015316788631025704,7707,1688.2238542080695,0.9991906069886364,10.409604035355358,0.3276907861854665,16.20429388076889,11.34780025,5929.0,0.9508989999999999,3.0,0.3454,0.2253,4.51562023,0.026188016122112332,0.9992946161971348,0.9992477513708056,0.27534152533595896,12.169871686237132,8.272541126966887,1.081,257.637,1.00667572,1.25725,3,3,265.450597470918,77.6842555563165,4.67171,42.6994,42.95420392,,,
2136,287259708,3.2752040662886734e-11,7712,1688.742878991392,0.9997105808344912,13.395196352732144,inf,24.30647016161581,9.75292015,6175.0,1.22362995,2.0,0.3216,0.2301,4.33428001,0.01572559079872772,0.9998335120572462,0.999660323654852,2.3358833971284074,9.446984653094848,8.422193712592517,1.179,171.458,1.96129155,0.643524,2,1,292.80511672422404,57.1803728218069,6.242000000000001,19.4557,20.43249438,,,
2137,377780787,1.2150981092418077e-05,7729,1683.97281252297,0.9997495253699438,0.695693122206184,0.005786930565832514,1.939263142945196,9.12320042,8097.0,1.79305005,36.0,0.2273,0.2465,4.2253499,0.01487301817164759,0.9997853847456284,0.9997709066547154,0.3256935835174811,13.823930556232,7.955501439124267,1.97,275.504,12.4502087,0.34173400000000004,2,3,285.764746669129,50.242835022254496,4.83095,-3.8964300000000005,6.20646797,,,
2138,169175441,5.260519537841901e-05,7752,1683.7029334841156,0.9722444262916048,0.9572760491236288,0.004428262444655218,2.3108535537291264,11.48690033,6915.52001953,2.32893991,27.0,0.3026,0.2256,3.88273001,0.15463619219177913,0.974853645890486,0.9749502492631114,0.2251253017240965,53.37108024896867,10.42888252659973,1.51,727.9989999999998,11.1765881,0.119538,2,4,297.14414402809797,41.8816589041845,-5.7537400000000005,3.7351,6.85977376,0.0222576,,
2139,237103581,4.988473523148684e-11,7756,1683.3812499475086,0.9993266873225892,0.7854635383296721,0.0010210760751534489,0.4246362118573711,8.14363956,7904.0,2.20218992,33.0,0.2273,0.2465,4.02928019,0.02438516128827588,0.9993709755354196,0.999352726995201,0.2223950485537176,18.44965225911553,13.887184205910435,1.892,210.844,17.0526943,0.177156,3,4,240.99619293233,71.1199634712136,-33.8796,22.2335,40.52352179,,,
2140,268289462,1.1152132174174769e-05,7769,1684.6602953049123,0.6601105136158011,1.7526016061780518,0.004955269270324192,3.564955621743993,10.88010025,5903.16992188,2.26448011,14.0,0.3599,0.215,3.75872993,0.5356628645011159,0.6943132798444837,0.6883604521049392,0.9772488991885524,879.8876789228987,27.53844835748979,1.073,462.046,5.610143,0.0924044,2,4,298.79888650117,42.390888879785294,4.79934,-3.21842,5.77857177,0.086,,
2141,122606463,0.0013419522438198328,7777,1684.6253762748618,0.9185049333077904,3.471236072306819,0.009867896198404223,1.7804529017799784,11.64150047,5855.75,2.23080993,4.0,0.3599,0.215,3.76644993,0.26229398639992385,0.9123381413117272,0.9061451212578824,4.2133537598578945,155.5228799748601,27.10873647551405,1.06,663.7330000000002,5.271694,0.0954812,1,2,290.85925605165,38.6338029426116,6.15546,6.02286,8.61188309,0.0188628,,
