rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
1288,229949571,0.0011943476274609564,18669,1687.836992075777,0.9980190097883191,5.0915608677625706,0.09868521335689497,8.879771399890494,11.76130009,5311.0,0.77590901,4.0,0.4036,0.2028,4.61939001,0.04058969728943431,0.9976411063168644,0.9992297511945312,4.113286176405241,15.905940807362395,7.299987867472592,0.914,208.766,0.43154037,1.95665,2,1,288.402660590516,61.544761939263,-29.9188,-33.2864,44.75621765,,,
1289,287151570,0.00010977008787449448,18693,1692.1291892359695,0.9984906282539112,9.137126040301576,0.23317300250248785,24.30625783656992,9.65184021,6314.0,1.44816995,2.0,0.3383,0.2164,4.21089983,0.03584308744903724,0.9983305642547072,0.99922834115459,3.702740236075881,14.663390368053415,7.404110636046879,1.243,200.836,3.00296354,0.409275,3,1,253.807032922457,63.5334902238993,-9.231539999999999,24.8873,26.54428436,,,
1290,278976754,0.0003794642980210483,18700,1687.4411279475182,0.981536372348465,10.409274506997454,0.23410000730129266,12.006075371750331,13.70829964,3355.0,0.37872499,3.0,0.1555,0.4459,4.84641981,0.12702141954526347,0.986987264510006,0.9766480988285784,3.3732717182203027,15.469784680726164,7.959907943680069,0.36728,91.9773,0.0163724162,6.76122,1,3,290.03666881358396,20.0426336159629,-89.1168,59.9842,107.42396517,,,
1291,213564899,0.05124809220433235,18702,1684.0850326967252,0.9993222469466112,0.8629926858598099,0.006177902833563065,1.7784478727822055,9.29257965,7989.0,2.76244998,23.0,0.2273,0.2465,3.84013009,0.024465437030644143,0.9993015421294392,0.9994197177446188,1.3657544032374749,19.157893479617556,7.2913275389241825,1.926,428.11,28.0061665,0.09136339999999997,1,3,294.193992253146,25.288298324794603,5.97537,0.523375,5.99824708,,,
1292,356978838,6.446797442549723e-07,18706,1688.0931512311975,0.9992209092139344,8.407536111004683,0.19311296914028286,11.851160845507767,10.94499969,5180.0,0.80961198,3.0,0.4136,0.1999,4.56501007,0.025411088688555558,0.9992689005475792,0.9996427029259359,1.5165590493720542,10.202620540112449,7.0859958100891465,0.878,143.266,0.425175071,1.6544900000000002,2,2,273.757976386537,58.287929628810396,33.2348,-6.72645,33.90865761,,,
1293,198315831,0.00375288981013,18710,1683.8554172463805,0.9981891656170164,12.622662443007805,inf,20.63603580836957,11.42570019,4331.0,0.64863002,2.0,0.4834,0.1895,4.64658022,0.03823423095616674,0.998540256279524,0.9985652758381978,0.11665739160338146,18.44580928133458,14.374088669814705,0.68,97.3152,0.13336484099999998,2.49183,3,4,234.224769071183,62.7576390048409,-63.2399,147.75799999999998,160.72246737,,,
1294,159767194,3.8863709050929165e-06,18713,1683.3739986624594,0.9988257031287148,0.7050366394343913,0.001767193841823389,1.0301523346988986,10.31799984,5885.0,2.60565996,38.0,0.3596,0.2317,3.63439989,0.031435495682443894,0.9989182840885396,0.9989674409800892,0.4402973216861316,23.12180914607781,11.004479141454825,1.067,423.909,7.33693361,0.060313300000000014,2,3,291.497207872273,42.7284674892922,1.24361,24.4837,24.51526324,-0.09,,
1295,467210778,0.15468183159828186,18714,1696.4077120119116,0.998369955822746,13.42513267328126,inf,9.371209175992592,11.23960018,3737.0,0.60532701,2.0,0.2315,0.3808,4.64670992,0.03742733801816879,0.998154970212163,0.998780245801612,1.7874233566356317,11.024257416713507,10.640302130186976,0.592413,64.7544,0.0643824041,2.67088,2,1,296.725532961941,54.438156277469304,14.389000000000001,90.8531,91.98548309999998,,,
1296,230015169,0.00011238847218919544,18723,1683.6869117346332,0.9883788564484046,0.8162038222966174,0.003935966248745593,2.2331157865857207,14.36240005,3123.0,0.199036,32.0,0.1606,0.4974,5.06563997,0.1001780025739486,0.9908009065868596,0.9879572126685174,1.2112347932792884,12.685625498309404,9.91115774668908,0.168047,52.6403,0.003395048,21.3126,2,1,291.445835330854,64.6679945684709,14.5123,13.2333,19.63993585,,,
1297,21032363,0.1996845304965973,18729,1688.3564352818807,0.9997423224287094,7.152667669997343,0.12366103826037733,10.407854624719258,8.16049957,6238.85009766,2.9135499,4.0,0.3425,0.2339,3.5912900000000003,0.014772076741184003,0.9999420497993756,0.9996069224995164,8.831173856497703,17.353653946285135,7.1696251187507745,1.208,198.539,11.5866642,0.0488426,2,2,273.181111084655,53.5575982377393,-1.05197,-20.9812,21.00755565,,,
1298,229684154,3.8013918128854134e-06,18738,1688.5056269163724,0.9980992015239248,7.191554744871657,0.07762633061192581,4.413929933926833,12.30720043,3869.0,0.56337601,4.0,0.2946,0.3316,4.68242979,0.04011345497394641,0.9989881469585572,0.9976584431840144,2.104469950962028,7.5952892341589315,7.681239574105468,0.557129,99.1698,0.06407466,3.11574,2,2,262.500889911197,54.80423395986261,-82.0415,96.6912,126.80692363,,,
1299,233740210,7.025128525128821e-06,18739,1683.8171941759877,0.99766617464253,0.6567143401700948,0.001874477883516689,1.2018257096521603,11.39350033,4805.0,0.80202699,33.0,0.4642,0.1807,4.52011013,0.04361671399981471,0.9977898011858652,0.997781359567706,0.03752957625648424,24.118522133050647,11.50731313078263,0.777,148.69899999999996,0.308920443,1.5061,2,1,278.201746776626,62.786216344833,-21.1344,81.2593,83.96271017,,,
1300,267745242,4.429385747073411e-09,18740,1688.8939861934325,0.9967157390867188,13.395119871087502,inf,36.846185037817335,10.94869995,6091.31005859,1.02753997,2.0,0.3276,0.2297,4.47251987,0.052913960031867525,0.9984536275694542,0.9970336868986504,11.007043198461368,39.10333300356875,8.6881189743772,1.143,241.58900000000003,1.309589,1.05354,2,4,290.085196340295,51.7539708560951,-0.0721805,-13.934000000000001,13.93418695,-0.0310221,,
1301,229456125,7.029228754618089e-07,18754,1683.671785643544,0.9981246609629626,0.8455337717069769,0.0015011060941740315,0.6442697832422758,8.20633984,7240.0,2.60317993,31.0,0.2801,0.2331,3.81844997,0.04034089687513705,0.9982046612631528,0.998403780989202,0.9268988938972048,19.31207446361215,10.331210754106255,1.6269999999999998,222.063,16.7748032,0.0922306,2,1,294.793699282369,65.3990378657931,1.7279799999999998,18.9794,19.05789965,,,
1302,121016578,0.0026460506487637763,18755,1685.1693302384667,0.9536366901901572,7.037519754089625,0.07596469801399319,6.8601635645252275,11.91040039,7134.29003906,1.95196998,4.0,0.2801,0.2331,4.05851984,0.20058242079292848,0.9956531944580999,0.9207158952115716,60.4646731573614,108.96137146817128,11.076960825495954,1.59,895.5419999999998,8.892882,0.213786,2,3,286.913576677439,41.4815085958624,0.757422,0.173465,0.77703165,0.047,,
1303,264222219,0.00015980243915691972,18815,1691.9508488104145,0.9993807491153212,9.101679574630852,0.1875823751249417,16.204320738215824,9.21522999,3804.0,0.51155102,3.0,0.2581,0.3609,4.72731018,0.02299405849750924,0.9993167472875252,0.9996109399846304,5.021472117369818,25.67620298509968,10.39977065997627,0.509355,21.0359,0.04936676,3.80499,3,2,294.886952102393,71.87198872928741,-190.234,-443.466,482.54644119999995,,,
1304,284357957,3.365621159900911e-05,18816,1696.3356227564334,0.99706626706628,13.425070754998375,inf,13.249672669089724,12.67660046,3780.0,0.57036901,2.0,0.2581,0.3609,4.67643023,0.05004867704903844,0.9983956322040398,0.9973741543279768,1.6406618577129437,8.477721253070076,9.513683899769447,0.563213,160.666382,0.0598375425,3.03532,2,1,288.122525949625,59.42092465550861,-16.34,67.82,69.76064793,,,
1305,273373712,0.019860817119479183,18819,1683.658783967081,0.9509657721824027,1.702025914454366,0.007630631691108114,2.0752090257836584,11.96090031,5870.12011719,1.61654997,15.0,0.3599,0.215,4.04618979,0.20345686305361,0.9689515931410192,0.9437762589207432,21.98874736090764,113.45681589038324,12.735799009700337,1.06,560.748,2.7955240000000003,0.25092,2,4,297.50985274132006,47.0544707402087,-3.2907300000000004,-7.9034699999999996,8.56117644,0.23309899999999997,,
1306,164458426,0.8774555325508118,18823,1686.9533811103174,0.9854451444103698,4.694099981718137,0.044270887769422895,4.4982193798333485,11.87150002,6399.66992188,2.08588004,5.0,0.3332,0.2167,3.9066998999999996,0.11141195370229866,0.9875063047490614,0.9860528575716772,3.1067427547145066,78.30931815278811,13.875093030639839,1.28,799.8510000000001,6.5750899999999985,0.141041,2,3,283.166314832264,45.4030272734919,1.66192,4.3270800000000005,4.63525613,0.159778,,
